Name,% Docs Cited,Web of Science Documents,Rank,Times Cited,Category Normalized Citation Impact,Documents in Q1 Journals,Domestic Collaborations,Citation Impact,H-Index,International Collaborations,Industry Collaborations,Highly Cited Papers,Citations From Patents,Web of Science ResearcherID,% Highly Cited Papers,ORCID
"Simpson, Genevieve",100.0,3,173,128,1.4869,3,1,42.666666666666664,3,0,0,0,0,B-4872-2013,0.0,0000-0001-7481-7388
"Wager, Guido",100.0,3,176,126,0.8338666666666666,2,3,42.0,3,0,0,0,0,DZN-8576-2022,0.0,0000-0003-1414-9810
"Jospin, Laurent Valentin",100.0,1,177,124,17.0566,1,1,124.0,1,0,0,1,1,JCO-4087-2023,100.0,
"Fruhen, Laura S.",100.0,6,177,124,0.8913333333333334,5,1,20.666666666666668,6,5,0,0,0,DWJ-2736-2022,0.0,0000-0002-9599-3468
"Whittaker, Peter B",100.0,3,177,124,1.5275,2,0,41.333333333333336,3,3,0,0,0,H-2392-2013,0.0,
"Tian, Jianwei",100.0,6,180,123,1.8394000000000001,6,0,20.5,5,6,0,0,0,AHD-6591-2022,0.0,
"Gunawardena, Yasoja",90.91,11,180,123,0.6137272727272728,6,9,11.181818181818182,6,1,0,0,0,CSG-5849-2022,0.0,
"Fitch, A. L.",100.0,1,180,123,4.6242,1,0,123.0,1,1,0,0,0,CQF-6699-2022,0.0,
"Morton, John",100.0,5,183,119,0.9296599999999999,0,0,23.8,5,0,0,0,0,FQR-2583-2022,0.0,
"Cardell-Oliver, Rachel",100.0,6,183,119,1.0580166666666668,3,2,19.833333333333332,5,2,0,0,0,ABD-9755-2020,0.0,0000-0003-0590-1003
"Cripps, Edward",100.0,8,185,118,0.5695875,6,1,14.75,5,5,0,0,0,FZV-7251-2022,0.0,0000-0002-4177-6222
"Kelin, Jack",100.0,1,185,118,5.1729,1,1,118.0,1,0,0,0,0,FGC-2855-2022,0.0,
"Lo, Juin Voon",100.0,1,187,117,4.4957,0,1,117.0,1,0,0,0,0,FHL-1319-2022,0.0,
"Prommer, Henning",100.0,8,188,116,0.6257625,8,0,14.5,7,8,0,0,0,A-4555-2008,0.0,0000-0002-8669-8184
"Perera, Asanka",100.0,2,188,116,2.1619,0,1,58.0,2,0,0,0,0,KHC-0987-2024,0.0,
"Sadrossadat, Ehsan",100.0,5,190,115,1.00076,1,4,23.0,5,1,0,0,0,K-5097-2019,0.0,0000-0002-7110-4363
"Rengel, Zed (Zdenko)",100.0,5,191,113,1.41028,4,0,22.6,5,5,0,0,0,A-2496-2008,0.0,
"Li, Hua",100.0,3,191,113,1.8019333333333334,3,0,37.666666666666664,3,1,0,0,0,L-5327-2019,0.0,
"Dell, John M",100.0,11,193,112,0.3984818181818182,10,3,10.181818181818182,6,1,0,0,2,B-2389-2013,0.0,0000-0003-2801-3519
"Attar, Mostafa",88.89,9,193,112,0.5519666666666667,7,6,12.444444444444445,7,3,0,0,0,ELR-9104-2022,0.0,
"Zhang, Juan",100.0,7,195,111,1.1097142857142859,7,0,15.857142857142858,7,7,0,0,0,JFH-6402-2023,0.0,
"Rowland, Darren J",87.5,8,196,110,0.89265,6,4,13.75,5,1,2,0,0,Q-9149-2016,0.0,
"Fanni, Riccardo",60.0,15,196,110,1.0036200000000002,5,9,7.333333333333333,6,4,2,0,0,EXG-1195-2022,0.0,
Vinh Xuan Tran Le,100.0,1,196,110,4.8222000000000005,1,0,110.0,1,0,0,0,0,IEQ-2557-2023,0.0,
"Fan, Shengsheng",100.0,5,199,109,1.5792000000000002,2,0,21.8,5,0,0,0,0,DVU-0486-2022,0.0,0000-0002-6316-2790
"Xiao, Xiong",85.71,7,199,109,1.0041142857142857,5,4,15.571428571428571,4,3,4,0,0,JLO-7856-2023,0.0,0000-0001-5568-4815
"Putrino, Gino",85.71,7,201,108,0.6606428571428572,3,0,15.428571428571429,3,1,0,0,1,ABF-1987-2020,0.0,0000-0001-6744-865X
"Jiang, Xiuming",85.71,14,202,107,0.9864,8,8,7.642857142857143,5,1,0,0,0,CWD-5045-2022,0.0,
"Alderson, Jacqueline",100.0,3,202,107,1.6845999999999999,1,0,35.666666666666664,3,3,0,0,0,V-3491-2019,0.0,0000-0002-8866-0913
"YAO, FANG",83.33,6,202,107,0.7443166666666667,2,1,17.833333333333332,5,3,1,0,0,AAC-7746-2021,0.0,0000-0003-1467-5271
"Ivey, Gregory N",100.0,4,205,106,1.0668250000000001,4,1,26.5,4,1,0,0,0,K-5299-2012,0.0,0000-0003-2469-2470
"Turner, Neil Clifford",100.0,1,205,106,6.2443,1,0,106.0,1,1,0,0,0,B-2689-2010,0.0,0000-0002-2982-0411
"Vogt, Sarah J",100.0,3,207,104,1.3256666666666668,1,1,34.666666666666664,3,2,0,0,0,H-1079-2013,0.0,0000-0002-9009-5183
"Liu, Pengfei",100.0,5,208,102,0.8425,2,0,20.4,3,0,0,0,0,FWO-6046-2022,0.0,0000-0003-3713-4750
"Wu, Hong",100.0,5,208,102,2.21626,5,0,20.4,4,5,0,0,0,EFJ-7426-2022,0.0,
"Smettem, Keith Richard",66.67,6,210,101,0.84165,5,0,16.833333333333332,4,5,0,0,0,A-2576-2012,0.0,0000-0003-2650-4429
"Pickering, Paul F.",100.0,4,211,99,1.0565000000000002,0,2,24.75,4,1,2,0,0,IFO-7438-2023,0.0,
"Radwan, Mohammed",100.0,3,211,99,2.1829666666666667,2,0,33.0,3,2,0,0,0,AAD-7328-2021,0.0,0000-0002-2009-8573
"Hansen, Jeff E",88.89,9,211,99,0.7217222222222222,9,0,11.0,6,5,0,0,0,H-9350-2014,0.0,0000-0002-8882-3866
"Kala, Hemendra",100.0,4,214,97,1.033525,3,0,24.25,2,1,0,0,0,DXF-4015-2022,0.0,0000-0002-1826-3285
"Khan, Zohaib",100.0,2,214,97,1.8636500000000003,2,0,48.5,2,1,0,0,0,L-7779-2016,0.0,0000-0001-6294-0688
"Lin, Zifan",100.0,4,214,97,9.248325000000001,4,0,24.25,3,4,0,1,0,KHU-0483-2024,25.0,0000-0002-7046-3102
"Mohr, H.",87.5,8,217,96,0.6145375000000001,8,1,12.0,5,6,0,0,0,FMT-0815-2022,0.0,
