Name,% Docs Cited,Web of Science Documents,Rank,Times Cited,Category Normalized Citation Impact,Documents in Q1 Journals,Domestic Collaborations,Citation Impact,H-Index,International Collaborations,Industry Collaborations,Highly Cited Papers,Citations From Patents,Web of Science ResearcherID,% Highly Cited Papers,ORCID
"Celler, Branko G.",100.0,24,171,528,1.0424041666666668,15,13,22.0,11,8,1,1,0,FZD-9298-2022,4.17,0000-0003-3790-2895
"Trupke, Thorsten",96.88,32,172,527,0.7379093750000001,28,8,16.46875,15,12,1,0,2,DZX-6091-2022,0.0,
"Malaney, Robert",100.0,5,173,525,5.50354,4,1,105.0,5,4,1,1,9,F-6588-2012,20.0,0000-0001-9672-5601
"Pahlevani, Farshid",94.44,18,173,525,1.38755,18,2,29.166666666666668,11,1,0,0,0,P-9917-2016,0.0,0000-0002-0833-3227
"Yildiz, Baran",100.0,8,175,522,1.42555,6,6,65.25,6,0,0,1,1,AAW-6199-2021,12.5,
"Khoshghalb, Arman",100.0,13,176,520,1.7211,2,1,40.0,10,5,0,0,0,GEH-8748-2022,0.0,0000-0001-8690-6441
"Le-Hussain, Furqan",100.0,23,176,520,1.3034478260869566,19,2,22.608695652173914,15,7,1,0,0,K-8473-2015,0.0,0000-0003-4207-5767
"Atroshchenko, Elena",95.45,22,178,516,1.9644272727272727,16,0,23.454545454545453,12,20,0,0,0,I-4442-2012,0.0,0000-0002-7871-9926
"Hallam, Brett",96.15,26,179,513,0.9793730769230771,13,0,19.73076923076923,12,15,1,0,1,FBR-0159-2022,0.0,
"Jing, Yu",89.47,19,180,508,1.3601315789473685,17,2,26.736842105263158,9,8,1,0,0,AAS-1191-2020,0.0,0000-0001-6323-745X
"Shen, Yansong",92.0,25,180,508,2.3191159999999997,20,0,20.32,11,11,6,1,0,DRG-9325-2022,4.0,
"Rizos, Chris",100.0,26,182,504,0.7737076923076924,11,3,19.384615384615383,14,16,0,0,1,DWN-0305-2022,0.0,0000-0002-7276-1488
"Vahab, Mohammad",100.0,17,183,502,1.5394470588235294,10,0,29.529411764705884,11,8,0,0,0,EAJ-5803-2022,0.0,0000-0002-4802-1535
"Oldfield, Philip",100.0,15,184,501,2.0406733333333333,9,5,33.4,12,8,0,1,0,Q-5564-2019,6.67,0000-0001-6491-4336
"Ronagh, Hamid",100.0,18,185,494,1.152138888888889,13,1,27.444444444444443,12,9,0,0,0,FUW-7689-2022,0.0,
"Zaman, Forhad",100.0,9,186,491,3.1977222222222226,5,0,54.55555555555556,7,5,0,0,0,EIZ-1369-2022,0.0,
"Mo, Huadong",88.0,25,186,491,1.222228,19,3,19.64,14,19,4,0,1,DWP-0177-2022,0.0,0000-0002-7782-2884
"RUJ, SUSHMITA",100.0,3,188,490,9.038766666666668,2,1,163.33333333333334,3,2,0,1,9,AAG-4901-2020,33.33,0000-0002-8698-6709
"Synnefa, A.",100.0,9,189,484,2.503077777777778,7,1,53.77777777777778,8,7,0,0,0,EDG-4962-2022,0.0,
"Song, Shuang",100.0,3,189,484,6.5599,3,1,161.33333333333334,3,0,0,1,1,DTE-9047-2022,33.33,0000-0003-3094-8890
"Sun, Heng",100.0,2,191,483,13.8201,2,0,241.5,2,2,0,2,0,Q-4884-2017,100.0,0000-0002-0340-5754
"Saydam, Serkan",100.0,28,191,483,0.8939892857142857,18,6,17.25,13,8,0,0,0,GCW-5372-2022,0.0,0000-0002-6686-0770
"Uddin, Ashraf",100.0,12,193,479,1.9330083333333334,6,0,39.916666666666664,10,4,0,0,0,DVK-5804-2022,0.0,0000-0002-7144-8254
"Anavatti, Sreenatha G.",96.0,25,194,477,1.398364,23,5,19.08,13,7,0,0,0,CDA-1223-2022,0.0,
"Lin, Bo",100.0,3,195,476,8.585166666666668,2,1,158.66666666666666,3,2,0,2,1,KPB-6359-2024,66.67,
"Ray, Tapabrata",88.89,27,195,476,0.7715222222222222,17,0,17.62962962962963,12,5,1,0,0,B-5664-2012,0.0,0000-0003-1950-5917
"Chen, Xiaojun",100.0,15,197,475,2.029506666666667,15,7,31.666666666666668,10,3,0,1,0,HZP-4999-2023,6.67,0000-0003-1091-1361
Hoang-Phuong Phan,93.33,15,198,473,1.3721733333333335,11,1,31.533333333333335,9,7,0,0,2,DTL-8740-2022,0.0,0000-0002-1724-5667
"Khojasteh, Danial",100.0,15,199,472,1.5961400000000003,11,0,31.466666666666665,11,12,0,1,0,AAI-3906-2020,6.67,0000-0002-6095-2885
"Koshy, Pramod",92.31,13,200,466,1.127246153846154,9,3,35.84615384615385,8,8,0,1,0,DXL-0815-2022,7.69,0000-0003-0282-5535
"Gupta, Abhay",100.0,1,201,464,157.9109,1,0,464.0,1,0,0,0,0,CRX-2427-2022,0.0,
"Yan, Chang",100.0,3,201,464,6.844233333333334,3,2,154.66666666666666,3,1,0,1,0,D-9633-2013,33.33,0000-0002-5568-9031
"Rahaman, Md Mamunur",100.0,13,203,461,2.9635000000000002,4,1,35.46153846153846,9,12,0,1,0,AAS-5300-2021,7.69,0000-0003-2268-2092
"Li, Qingya",100.0,11,204,460,2.4678454545454547,11,6,41.81818181818182,8,3,0,1,0,KHW-3299-2024,9.09,
"Siddika, Ayesha",100.0,5,205,459,2.3324800000000003,3,1,91.8,5,4,0,1,0,B-1955-2019,20.0,0000-0003-2857-1756
Phuoc Thien Phan,88.89,18,206,458,1.8135166666666669,13,2,25.444444444444443,12,6,0,0,1,GCB-7250-2022,0.0,0000-0001-5833-6939
"Hagan, Paul C",100.0,18,207,457,1.0560555555555555,4,1,25.38888888888889,11,11,0,0,0,F-1462-2013,0.0,0000-0003-4011-2771
"Rutlidge, Helen",100.0,1,207,457,17.181,1,0,457.0,1,1,0,1,2,F-6340-2014,100.0,0000-0001-7882-6601
"Zhang, Dawei",100.0,7,209,454,3.5771285714285717,4,2,64.85714285714286,7,4,0,2,0,JGB-3323-2023,28.57,0000-0001-5096-2046
"Chi, Bin",100.0,7,210,453,3.723442857142857,7,2,64.71428571428571,7,3,0,0,0,DVB-0047-2022,0.0,0000-0001-5894-4387
"Hassanieh, A.",100.0,7,211,452,2.6751,5,1,64.57142857142857,7,1,0,0,0,DXK-2455-2022,0.0,0000-0003-1731-6776
"Sorrell, Charles C",83.33,12,212,449,0.9805666666666667,7,2,37.416666666666664,8,8,1,1,0,F-5627-2011,8.33,0000-0002-5727-8332
"Egan, Renate",92.31,13,213,447,2.0293846153846156,12,7,34.38461538461539,8,4,0,0,1,DXQ-0399-2022,0.0,0000-0002-8970-4703
"Glavatskih, Sergei",100.0,20,214,446,1.0635150000000002,14,0,22.3,12,20,3,0,0,CBX-9347-2022,0.0,0000-0002-8738-0047
"Tabelin, Carlito Baltazar",100.0,8,215,445,2.9903500000000003,7,0,55.625,8,5,0,1,0,B-9474-2018,12.5,0000-0001-8314-6344
"Stride, John Arron",100.0,2,216,442,9.78415,2,1,221.0,2,1,0,1,0,E-7887-2019,50.0,0000-0001-9466-8834
"Zlatanova, Sisi",94.44,18,217,437,1.1397222222222223,11,0,24.27777777777778,10,12,0,0,0,P-5503-2014,0.0,0000-0002-8766-0487
"Elmokadem, Taha",100.0,6,218,435,3.3045500000000003,3,0,72.5,5,3,0,0,0,CNP-9122-2022,0.0,
"Salim, Flora D.",93.33,15,219,432,1.57338,14,2,28.8,11,11,0,0,1,GDM-7780-2022,0.0,0000-0002-1237-1664
"Jeyakumar, Vaithilingam",100.0,32,220,428,0.567196875,18,1,13.375,12,23,0,0,0,M-1837-2013,0.0,0000-0003-0267-7800
"Johnson, Fiona M",95.45,22,221,422,0.9984818181818181,22,6,19.181818181818183,13,8,0,0,0,B-4864-2010,0.0,0000-0001-5708-1807
"Katupitiya, Jayantha",100.0,23,222,420,1.0488000000000002,10,1,18.26086956521739,12,13,4,0,5,AAF-1937-2019,0.0,0000-0003-2683-4532
"Conibeer, Gavin",100.0,9,223,417,1.0410333333333335,8,0,46.333333333333336,7,5,1,1,0,AGF-3472-2022,11.11,
"Wickramasinghe, Harith R.",100.0,23,224,416,0.9323130434782609,10,1,18.08695652173913,11,18,1,0,0,GCJ-1511-2022,0.0,0000-0002-4237-1622
"Hajimohammadi, Ailar",100.0,7,225,415,2.6733000000000002,5,3,59.285714285714285,6,2,0,0,1,H-1822-2015,0.0,0000-0002-2013-0668
"Pu, Aobo",100.0,1,226,414,18.149,1,0,414.0,1,1,0,1,0,DOV-2602-2022,100.0,
"Crisostomo, Felipe",100.0,5,227,412,3.30824,4,3,82.4,5,0,0,0,0,EQQ-9038-2022,0.0,
"Wang, Hongxu",100.0,17,228,408,2.0371470588235296,16,6,24.0,10,7,0,1,0,HTO-4558-2023,5.88,0000-0001-5248-4578
"Lovell, Emma",100.0,5,229,407,4.452820000000001,4,1,81.4,5,2,0,0,0,C-7212-2019,0.0,0000-0002-9027-0316
