Name,% Docs Cited,Web of Science Documents,Rank,Times Cited,Category Normalized Citation Impact,Documents in Q1 Journals,Domestic Collaborations,Citation Impact,H-Index,International Collaborations,Industry Collaborations,Highly Cited Papers,Citations From Patents,Web of Science ResearcherID,% Highly Cited Papers,ORCID
"Selomulya, Cordelia",100.0,14,187,230,0.6629142857142858,9,3,16.428571428571427,9,8,0,0,0,ABC-8342-2020,0.0,0000-0001-5506-0308
"Harbig, R. R.",100.0,3,188,228,2.782366666666667,3,0,76.0,3,0,0,0,0,ICS-3997-2023,0.0,
"MOHAMMED, NABIL",100.0,16,189,227,2.2625125,6,1,14.1875,10,7,0,0,0,J-2500-2018,0.0,0000-0002-5068-440X
"Monaghan, Joseph. J.",100.0,4,190,226,2.06715,1,0,56.5,4,3,0,0,0,FLF-7881-2022,0.0,
"Chung, Hoam",93.33,15,191,225,0.69446,5,3,15.0,7,5,0,0,0,P-3214-2019,0.0,0000-0001-7044-3729
"Zamyadi, Arash",92.31,13,192,222,0.9360999999999999,10,5,17.076923076923077,8,6,3,0,2,GKL-0970-2022,0.0,
"J. Stuckey, Peter",100.0,6,193,221,1.831966666666667,1,2,36.833333333333336,6,2,1,0,0,GDL-7278-2022,0.0,0000-0003-2186-0459
"Zhuang, Bohan",75.0,8,193,221,2.2185750000000004,8,1,27.625,5,6,1,0,1,AAL-5022-2021,0.0,0000-0002-0074-0303
"Yao, C. K.",100.0,1,195,219,9.6006,0,1,219.0,1,0,0,1,6,GDZ-0189-2022,100.0,0000-0002-5301-2457
"Brkljaca, Robert",100.0,1,195,219,9.6006,0,1,219.0,1,0,0,1,6,DWG-8945-2022,100.0,0000-0001-6190-2276
"Taylor, Kirstin M.",100.0,1,195,219,9.6006,0,1,219.0,1,0,0,1,6,ECE-8656-2022,100.0,
"Gibson, P. R.",100.0,1,195,219,9.6006,0,1,219.0,1,0,0,1,6,DWP-0619-2022,100.0,0000-0001-9108-1712
"Burgell, Rebecca Elizabeth",100.0,1,195,219,9.6006,0,1,219.0,1,0,0,1,6,ICN-0370-2023,100.0,
"Muir, Jane G.",100.0,1,195,219,9.6006,0,1,219.0,1,0,0,1,6,DKD-5147-2022,100.0,0000-0002-6669-4004
"Kan, Wen Hao",100.0,7,195,219,2.190514285714286,6,2,31.285714285714285,5,4,1,0,0,GDI-6459-2022,0.0,0000-0001-7724-7878
"LUSIS, P",100.0,3,195,219,3.106900000000001,3,2,73.0,3,1,0,0,0,FJP-3883-2022,0.0,
"Anderson, Janet E.",100.0,12,203,217,0.9942833333333333,9,6,18.083333333333332,9,6,0,0,0,GBL-1955-2022,0.0,0000-0002-1452-8370
"Bach, Peter Marcus",100.0,5,203,217,1.9517200000000003,4,1,43.4,4,3,0,0,0,I-4618-2019,0.0,0000-0001-5799-6185
"Wanniarachchi, W. A. M.",100.0,10,205,216,0.98652,6,4,21.6,8,5,0,0,0,GCU-4639-2022,0.0,0000-0002-7837-5457
"Wang, Yunqi",100.0,7,206,212,2.0643857142857143,7,1,30.285714285714285,7,5,1,0,0,AGJ-4200-2022,0.0,0009-0007-5343-7061
"Young, Kristie L",100.0,6,207,209,1.3509000000000002,4,0,34.833333333333336,6,2,0,0,0,F-6672-2017,0.0,0000-0002-4999-3424
"Garoni, Timothy",100.0,5,208,207,1.7514600000000002,3,4,41.4,4,0,0,0,0,I-5465-2012,0.0,0000-0001-5204-7845
"Chen, Chao",100.0,14,208,207,0.8024357142857144,4,3,14.785714285714286,8,2,0,0,1,GAW-7209-2022,0.0,0000-0002-1201-2039
"Sparrow, Robert",80.0,5,210,206,1.7918800000000001,3,0,41.2,4,1,0,0,0,AAI-1701-2021,0.0,0000-0001-6093-9456
"Andrew, Lachlan",100.0,1,210,206,8.418000000000001,1,0,206.0,1,1,0,0,0,IAW-1253-2023,0.0,
"Liu, Jingwei",66.67,3,210,206,4.1233,2,0,68.66666666666667,2,3,0,1,0,IYH-9403-2023,33.33,0000-0002-5200-7023
"Eason, Thomas",100.0,11,210,206,0.7346,7,10,18.727272727272727,8,1,3,0,0,CPU-4120-2022,0.0,
"Bhattacharya, Ananya",100.0,8,210,206,0.887175,7,2,25.75,6,3,0,0,0,CET-3467-2022,0.0,0000-0002-9406-7630
"Lowery, Arthur J",100.0,12,215,203,0.6595750000000001,11,1,16.916666666666668,9,5,3,0,1,A-5937-2009,0.0,0000-0001-7237-0121
"Ji, Chin May",100.0,1,216,202,1.7884,1,1,202.0,1,0,0,0,0,FDP-9944-2022,0.0,
"Tan, Chee Keong",100.0,8,217,201,1.2466000000000002,1,5,25.125,5,2,0,0,1,HKN-5700-2023,0.0,0000-0001-5551-1017
"Razi, Adeel",100.0,4,217,201,2.041125,3,0,50.25,4,4,0,1,0,D-3363-2012,25.0,0000-0002-0779-9439
"Zadehahmadi, Farnaz",100.0,2,219,198,5.430000000000001,1,1,99.0,2,1,0,1,0,EII-4767-2022,50.0,0000-0003-2576-6849
"Tapper, Nigel",100.0,3,220,196,2.6822000000000004,3,1,65.33333333333333,3,0,0,0,0,DYG-3858-2022,0.0,0000-0002-3207-9978
"Yellishetty, Mohan",75.0,4,221,193,1.86715,4,0,48.25,3,3,0,0,0,DZF-3355-2022,0.0,0000-0003-2921-200X
"YIN, Jialiang",100.0,5,222,192,4.588620000000001,4,3,38.4,4,2,1,2,0,IAM-0519-2023,40.0,
"Ong, Victor Zhenquan",100.0,2,223,190,2.7045500000000002,2,0,95.0,2,0,0,0,0,DKX-3395-2022,0.0,
"Tan, Su Wei",100.0,6,223,190,1.2910000000000001,1,5,31.666666666666668,5,0,0,0,0,EAA-8766-2022,0.0,
"ISLAM, Didarul",100.0,6,223,190,1.0015833333333333,3,0,31.666666666666668,5,2,0,0,0,AAP-2190-2021,0.0,0000-0001-5984-7466
"Yuan, Shi",100.0,3,226,188,2.3786666666666667,3,1,62.666666666666664,3,2,1,0,0,KCP-2610-2024,0.0,0000-0003-1111-2473
"Farrelly, Megan",100.0,3,227,185,2.4574666666666665,3,0,61.666666666666664,3,1,0,0,0,G-8128-2011,0.0,0000-0002-0453-059X
"Vu, H. L.",100.0,3,228,184,3.3775333333333335,2,0,61.333333333333336,3,3,0,0,0,ECD-2652-2022,0.0,
"Me, Si Phu",100.0,6,229,183,3.3548833333333334,5,0,30.5,3,5,0,0,1,DTO-5205-2022,0.0,0000-0002-5935-9718
"Chiu, Wing Kong",93.75,16,229,183,0.50553125,13,8,11.4375,7,2,0,0,0,DWS-7523-2022,0.0,0000-0002-4359-2814
"Shringi, Ankit",100.0,3,231,182,4.0003,1,2,60.666666666666664,3,1,0,1,0,GNW-0543-2022,33.33,0000-0003-1482-4775
"Zou, Ruiping",100.0,11,231,182,2.361336363636364,9,0,16.545454545454547,7,11,0,0,0,DYH-8420-2022,0.0,0000-0001-5154-2481
"Kumar, Veera Ragavan Sampath",100.0,5,231,182,1.3955600000000001,2,0,36.4,5,4,0,0,0,K-2693-2012,0.0,0000-0001-6845-3362
"Bach, Udo",100.0,3,234,181,4.403266666666667,1,0,60.333333333333336,3,3,0,1,1,F-3880-2012,33.33,0000-0003-2922-4959
"Baier, Ricardo Ruiz",88.89,9,235,180,0.8129777777777778,5,0,20.0,6,9,0,0,0,G-5759-2011,0.0,0000-0003-0536-4674
"Wijaya, Jaury",100.0,6,236,179,1.1190166666666668,0,3,29.833333333333332,6,3,0,0,3,EEO-8883-2022,0.0,
"Rezatofighi, Hamid",84.62,13,236,179,2.2757615384615386,8,4,13.76923076923077,7,8,1,0,0,GBG-0345-2022,0.0,0000-0002-8659-8773
"Rajendran, S.",100.0,5,238,177,1.3751799999999998,4,0,35.4,5,4,0,0,0,FTC-3447-2022,0.0,
"Nassirnia, Mohammad",100.0,6,238,177,1.2440333333333335,6,0,29.5,6,5,2,0,0,DIV-2992-2022,0.0,
"Athanasopoulos, George",100.0,3,238,177,3.2580333333333336,3,1,59.0,3,2,0,0,0,DUU-4869-2022,0.0,0000-0002-5389-2802
"Al Mamun, Mohammad Abdullah",100.0,4,241,175,2.091,4,0,43.75,3,2,0,1,0,JSR-0906-2023,25.0,
"Slim, Anja C.",100.0,4,242,174,1.828325,3,1,43.5,3,1,0,0,0,DQR-7255-2022,0.0,
"Jin, Ming",100.0,7,243,173,8.615142857142859,4,1,24.714285714285715,4,5,0,2,0,GAW-2644-2022,28.57,0000-0002-6833-4811
"Chen, Chao",100.0,8,243,173,0.994,5,1,21.625,5,6,0,0,0,CLC-2066-2022,0.0,
"Ke, Qiuhong",75.0,4,243,173,16.372500000000002,3,0,43.25,2,4,1,1,0,CZA-3898-2022,25.0,
"hadavi, sajjad",100.0,6,246,169,2.2207333333333334,3,0,28.166666666666668,4,3,0,0,1,CAI-2566-2022,0.0,0000-0001-5967-3830
"Wilson, Campbell C",100.0,1,247,168,6.4554,1,1,168.0,1,0,0,0,0,B-1297-2008,0.0,0000-0001-5144-411X
"Bai, Yu",100.0,14,248,167,1.1725857142857143,12,2,11.928571428571429,8,8,0,0,0,IIY-5845-2023,0.0,
"Ejtemai, Omid",100.0,5,249,166,1.24394,0,0,33.2,5,0,0,0,0,EWT-7620-2022,0.0,
"Douglas, Peter",80.0,5,249,166,1.4637600000000002,4,0,33.2,4,5,1,0,1,IDP-4486-2023,0.0,
"Yang, D. S.",100.0,15,251,165,1.6703333333333332,8,0,11.0,8,10,0,0,0,JDV-8388-2023,0.0,0000-0002-0504-768X
"Budiman, Pretty Mori",100.0,3,251,165,1.5414333333333337,3,1,55.0,3,0,0,0,0,CGV-4960-2022,0.0,
"Batchelor, Warren J",100.0,8,253,164,1.260675,8,1,20.5,6,0,0,0,1,A-1181-2010,0.0,0000-0001-6880-7765
"Kuang, Shibo",93.33,15,254,160,1.3480333333333334,11,2,10.666666666666666,7,12,1,0,0,H-4935-2013,0.0,0000-0002-2969-9420
"Gao, Xiang",100.0,1,255,159,8.0595,1,1,159.0,1,0,0,1,0,JYJ-0469-2024,100.0,0000-0002-8161-1297
"Ram, Rahul",100.0,8,256,158,0.6602625,8,7,19.75,6,1,0,0,0,EAL-3509-2022,0.0,0000-0001-7362-0188
"Shannon, Brendan",100.0,2,256,158,2.8818500000000005,1,1,79.0,2,0,0,0,0,DYS-6021-2022,0.0,0000-0002-1957-2311
"Lee, Caroline",100.0,2,256,158,3.47185,1,0,79.0,2,2,0,0,0,FIJ-8491-2022,0.0,
"Al-sumaily, Gazy",93.75,16,259,157,0.46330000000000005,10,0,9.8125,7,15,0,0,0,AAA-8620-2021,0.0,0000-0001-5291-3643
"Nand, Alka",85.71,7,260,156,0.7387,5,2,22.285714285714285,4,2,0,0,0,DYJ-8646-2022,0.0,0000-0003-3713-0397
"Karim, Md Nazmul",100.0,2,261,155,3.25765,1,0,77.5,2,1,0,0,0,DSR-9270-2022,0.0,0000-0003-2604-9649
"Etheridge, Joanne",100.0,1,262,154,12.085700000000001,1,0,154.0,1,1,0,1,0,FZA-2801-2022,100.0,0000-0002-3199-3936
"Choo, Yen Yee",100.0,1,262,154,12.085700000000001,1,0,154.0,1,1,0,1,0,IJR-1367-2023,100.0,
"Liu, Jing",85.71,7,262,154,2.1061285714285716,5,3,22.0,4,4,1,0,1,DDM-2640-2022,0.0,0000-0002-6745-3050
"Thompson, Mark C",100.0,15,265,153,1.2365333333333335,13,2,10.2,8,5,0,0,0,B-1092-2009,0.0,0000-0002-5907-742X
"Chow, Wing Sze Emily",100.0,2,266,151,2.9011,1,1,75.5,2,1,0,0,0,FZQ-1621-2022,0.0,0000-0002-8077-8968
"Coutts, Andrew M.",100.0,1,267,149,5.409400000000001,1,0,149.0,1,0,0,0,0,CLE-3310-2022,0.0,
"Shishehgarkhaneh, Milad Baghalzadeh",100.0,6,268,148,4.897383333333334,3,0,24.666666666666668,6,6,0,1,0,JYU-0408-2024,16.67,0000-0002-7737-7661
"Robert, Dilan J",100.0,6,268,148,1.0459333333333334,1,3,24.666666666666668,4,3,0,0,0,K-2424-2016,0.0,0000-0002-5686-7055
"Zamani, Akram",100.0,2,270,147,1.02025,1,0,73.5,2,1,0,0,0,GKH-8003-2022,0.0,
"Kim, Jueng-Eun",100.0,1,271,144,5.806,0,0,144.0,1,1,0,0,2,CZR-5608-2022,0.0,
"Qu, Shilin",100.0,9,271,144,0.8855999999999999,8,1,16.0,7,6,1,0,0,DMP-3048-2022,0.0,
"Delbosc, Alexa",100.0,11,271,144,0.48814545454545455,0,4,13.090909090909092,6,1,0,0,0,ABG-5920-2020,0.0,0000-0001-8744-3469
"Wang, Dan",100.0,3,271,144,1.8464333333333336,1,0,48.0,3,3,0,0,0,GIA-8790-2022,0.0,
"Saha, Jhantu K",100.0,2,271,144,2.74005,1,0,72.0,2,0,0,0,2,F-1074-2016,0.0,
"Rathnayake, Dayan B.",100.0,6,276,143,2.8442333333333334,5,0,23.833333333333332,3,2,0,0,1,GDO-9962-2022,0.0,0000-0002-9312-6969
"Liu, Jianwen",100.0,3,276,143,5.659933333333334,3,1,47.666666666666664,3,2,0,1,10,FWN-0078-2022,33.33,0000-0001-6121-3817
"Yu, Zhen",100.0,1,276,143,7.2484,1,0,143.0,1,1,0,0,0,EFO-0632-2022,0.0,0000-0001-5210-2672
"Choi, Xavier",100.0,2,276,143,1.4539,1,2,71.5,2,0,0,0,0,CKF-1860-2022,0.0,
"Farahi, Mojtaba",100.0,8,276,143,0.7736500000000001,4,2,17.875,5,2,0,0,0,EYX-0681-2022,0.0,0000-0003-1188-1950
"vatani, ashkan",100.0,6,281,142,0.78035,3,3,23.666666666666668,5,2,0,0,0,AAE-1956-2020,0.0,0000-0001-5675-2541
"Bouazza, M.",50.0,2,281,142,2.57765,2,0,71.0,1,1,0,0,0,CHQ-8070-2022,0.0,
"Harandi, Shervin",100.0,2,281,142,1.07385,2,0,71.0,2,0,0,0,0,CTM-9348-2022,0.0,
"Cooper, Brian K.",100.0,1,281,142,5.338500000000001,1,0,142.0,1,1,0,0,0,CMD-0310-2022,0.0,
"Do, Duy Minh",100.0,5,285,140,1.5563000000000002,5,0,28.0,5,3,0,0,0,FYE-5351-2022,0.0,0000-0002-4838-722X
"Grimaldi, Stefania",100.0,3,285,140,2.0691333333333333,3,0,46.666666666666664,3,1,0,0,0,GCU-7952-2022,0.0,0000-0002-7025-7624
"He, Brandon",100.0,1,287,139,8.1882,1,0,139.0,1,1,0,1,0,FXW-0646-2022,100.0,0000-0001-5994-1751
"Anderson, Clare",100.0,5,288,138,1.09002,5,4,27.6,4,0,0,0,0,DUT-7546-2022,0.0,0000-0002-5086-4865
"Payne, Emily G. I.",100.0,2,289,137,2.78445,2,2,68.5,2,0,0,0,0,IZI-3416-2023,0.0,
"Ahmmad, Shahabuddin",100.0,6,290,136,1.6875,2,5,22.666666666666668,5,1,0,0,0,AAP-5305-2021,0.0,0000-0001-9031-6276
"Ahmed, Tanveer",100.0,3,291,135,1.7078333333333333,1,1,45.0,3,2,0,0,0,KDZ-3364-2024,0.0,0000-0001-5673-8651
"Huang, Shouyuan",100.0,1,291,135,7.9526,1,1,135.0,1,0,0,1,0,Z-3947-2019,100.0,
"Crouch, T. N.",100.0,4,291,135,1.507875,2,3,33.75,4,0,0,0,0,IJO-7660-2023,0.0,
"Shi, Zhan-Ming",100.0,9,294,134,1.8347555555555557,9,0,14.88888888888889,7,0,0,0,0,FYF-7148-2022,0.0,0000-0002-0639-4579
"Etschmann, Barbara",91.67,12,294,134,0.570475,12,4,11.166666666666666,7,5,0,0,0,H-7731-2012,0.0,0000-0002-7807-2763
"Lee, Cornelius Basil Tien Loong",100.0,1,296,133,10.4376,1,0,133.0,1,0,0,1,0,DCE-8669-2022,100.0,
"Ho, Mun Chun",100.0,1,297,132,1.9924000000000002,1,0,132.0,1,0,0,0,0,EZZ-2795-2022,0.0,
"Xu, Fei (Katie)",100.0,1,298,131,4.7559000000000005,0,1,131.0,1,0,0,0,0,DTS-9464-2022,0.0,0000-0002-1976-8437
"Berry, R.",100.0,1,298,131,4.7559000000000005,1,0,131.0,1,0,0,0,0,CFE-9417-2022,0.0,
"Stubbs, Wendy",100.0,2,298,131,2.5284,2,0,65.5,2,0,0,0,0,GFW-6099-2022,0.0,0000-0002-3721-3961
"Kiazad, Kohyar",100.0,5,298,131,1.07348,2,3,26.2,5,2,0,0,0,JXM-6050-2024,0.0,
"Ackermann, Luis",100.0,2,302,130,2.61595,1,1,65.0,2,1,0,0,0,JCP-4618-2023,0.0,
"Hamedmoghadam, Homayoun",100.0,4,302,130,1.8645,3,0,32.5,4,4,0,0,0,W-4547-2019,0.0,0000-0003-3467-724X
"Ding, Chenting",100.0,8,304,129,1.0298749999999999,5,2,16.125,6,5,0,0,0,CNV-8555-2022,0.0,
"Carter, Adrian",66.67,3,305,128,0.8012,1,0,42.666666666666664,2,2,1,0,2,CHX-0430-2022,0.0,
"Najafi-Ghalelou, Afshin",60.0,5,305,128,1.1753399999999998,4,0,25.6,2,0,0,0,0,DYJ-9748-2022,0.0,0000-0001-6577-2712
"Devendran, Citsabehsan",100.0,3,305,128,2.1329,1,1,42.666666666666664,3,1,0,0,1,K-3426-2019,0.0,0000-0002-7043-933X
"Pasha, Muhammad Fermi",100.0,4,308,125,2.414325,1,0,31.25,3,4,0,0,0,A-6905-2011,0.0,0000-0002-9848-8950
"Simon, George P.",100.0,3,308,125,1.5157333333333334,1,1,41.666666666666664,2,1,0,0,0,DWS-3503-2022,0.0,0000-0001-8832-1164
"Senanayake, M",100.0,1,310,124,4.9996,0,1,124.0,1,0,0,0,0,DXY-6384-2022,0.0,0000-0002-2278-2889
"Banerjee, Parama Chakraborty",100.0,5,311,123,2.8736800000000002,3,3,24.6,5,1,0,1,0,EKN-0965-2022,20.0,
"Zhou, Weihua",100.0,9,312,122,1.5954666666666666,6,0,13.555555555555555,8,5,4,0,0,J-4469-2017,0.0,0000-0002-3056-5710
"Sounthararajah, Arooran",100.0,3,312,122,1.8585333333333336,2,0,40.666666666666664,3,3,0,0,0,K-9384-2018,0.0,0000-0003-0839-1045
"Sripada, Pramod",100.0,6,312,122,0.9197166666666666,5,0,20.333333333333332,6,0,0,0,0,DYQ-5899-2022,0.0,0000-0003-1802-1531
"Luo, Fu Jia",100.0,5,312,122,1.20672,3,1,24.4,5,4,0,0,0,DET-4430-2022,0.0,
"Griggs, Wynita",100.0,8,316,121,0.5957250000000001,4,1,15.125,6,7,0,0,0,DUY-4904-2022,0.0,0000-0003-1842-2394
"Azhari, Fatemeh",100.0,5,316,121,1.24574,5,1,24.2,4,1,0,0,0,GCV-6668-2022,0.0,0000-0001-6229-9376
"Rady, Adam C.",100.0,2,318,120,2.3074500000000002,2,2,60.0,2,0,0,0,0,FPX-5452-2022,0.0,
"Chen, Gongbo",100.0,6,319,119,1.3653000000000002,6,2,19.833333333333332,4,4,0,0,0,JJK-8751-2023,0.0,0009-0002-2060-1607
"Teng, Chih Wei",100.0,3,319,119,1.583,2,0,39.666666666666664,2,2,0,0,0,GIZ-1502-2022,0.0,
"Innella, Filomena",100.0,3,319,119,0.9346333333333333,2,0,39.666666666666664,3,2,0,0,0,FCE-4014-2022,0.0,
"O'Neill, P.",100.0,3,319,119,1.583,2,0,39.666666666666664,2,2,0,0,0,FRU-3931-2022,0.0,0000-0003-4414-3129
"Gralinski, Ian",100.0,3,319,119,1.4749333333333334,2,0,39.666666666666664,3,0,0,0,1,H-5177-2011,0.0,
"Mirmomeni, Mahsa",100.0,4,324,118,1.17625,4,0,29.5,3,4,0,0,0,DHR-5271-2022,0.0,
"Mirzaei, Kaveh",100.0,5,324,118,2.36886,4,0,23.6,4,4,0,0,0,GQV-2665-2022,0.0,0000-0002-2833-5406
"Pender, Brendan",100.0,4,324,118,1.09435,1,1,29.5,4,1,0,0,0,FSE-6863-2022,0.0,
"Hall, Philip",95.0,20,324,118,0.295765,19,0,5.9,7,10,0,0,0,FZY-3234-2022,0.0,0000-0001-5175-3115
"Zhou, Mingyi",100.0,2,324,118,2.9906500000000005,1,0,59.0,2,1,0,0,0,AIF-2805-2022,0.0,
"Wattanachai, Piyachat",100.0,3,324,118,1.4396333333333333,3,2,39.333333333333336,3,1,0,0,0,GWC-4577-2022,0.0,
"Li, Xin",100.0,1,324,118,4.8219,0,0,118.0,1,0,0,0,0,FLE-4709-2022,0.0,
"Li, Yuan",100.0,2,331,117,2.4396500000000003,2,0,58.5,2,1,0,0,0,B-2864-2016,0.0,0000-0001-5141-8456
"Hossain, Mohammad Mosarof",100.0,3,332,116,1.5737333333333334,3,0,38.666666666666664,3,1,0,0,0,L-2513-2016,0.0,0000-0003-3369-9324
"Namazi, Hamidreza",100.0,2,333,115,2.50715,0,0,57.5,2,2,0,0,0,AAJ-4805-2020,0.0,
"Du, Lan",100.0,7,333,115,1.9575857142857145,6,0,16.428571428571427,6,7,1,0,1,AAY-1249-2021,0.0,0000-0002-9925-0223
"Chiu, Louis Ngai Sum",66.67,9,333,115,0.7572777777777779,7,4,12.777777777777779,5,0,0,0,0,CLQ-5835-2022,0.0,
"Webb, Geoffrey",87.5,8,333,115,0.66905,3,2,14.375,7,5,0,0,0,Q-7270-2019,0.0,0000-0001-9963-5169
"Marriott, Philip J",100.0,8,337,114,0.5512125,6,7,14.25,7,1,0,0,0,H-6426-2013,0.0,0000-0001-5180-1041
"Dunkerley, David",100.0,5,337,114,1.53282,5,0,22.8,4,2,0,0,0,U-3097-2019,0.0,
"Choo, Wei-Lit",100.0,3,339,113,1.4404666666666668,3,0,37.666666666666664,3,0,0,0,1,EQC-1337-2022,0.0,
"DAI, YIQING",100.0,6,339,113,0.9734833333333334,2,0,18.833333333333332,6,4,0,0,0,AAM-2097-2020,0.0,0000-0002-5991-3037
"Ahn, Jungkyu",90.91,11,339,113,0.49661818181818185,1,6,10.272727272727273,5,3,0,0,0,CAV-6510-2022,0.0,
"Chen, Liuxin",87.5,8,339,113,1.247,6,2,14.125,4,4,0,0,0,IUB-8274-2023,0.0,
"Zhu, Yuman",100.0,6,339,113,2.1418000000000004,6,2,18.833333333333332,5,3,1,0,0,AAE-3557-2021,0.0,0000-0002-7204-4008
"Taniar, David",92.86,14,339,113,0.5241357142857143,7,4,8.071428571428571,7,7,0,0,1,GBM-4267-2022,0.0,0000-0002-8862-3960
"Sok, Hong Kuan",100.0,3,345,112,1.4328000000000003,2,0,37.333333333333336,3,2,1,0,2,DSS-2940-2022,0.0,
"E-Azim, Rubayet",100.0,1,345,112,4.0662,0,0,112.0,1,1,0,0,2,CPC-7822-2022,0.0,
"Koswatta, Randika",100.0,1,345,112,4.0662,0,0,112.0,1,1,0,0,2,IMB-1378-2023,0.0,
"Sim, S.",100.0,2,348,111,1.04445,2,0,55.5,2,2,0,0,0,DRH-3758-2022,0.0,
"Thaj, Tharaj",100.0,2,348,111,3.6626000000000003,1,0,55.5,2,0,0,0,2,AAG-6724-2021,0.0,0000-0002-1202-9201
"Pazirofteh, Mahdieh",100.0,1,348,111,2.1201000000000003,1,0,111.0,1,1,0,0,0,FOI-1547-2022,0.0,
"Lenne, Michael G.",100.0,4,351,110,1.07885,4,0,27.5,4,2,0,0,0,JJS-5677-2023,0.0,
"Wei, Yinwei",62.5,8,351,110,1.2604,7,1,13.75,3,7,1,0,0,JHX-9398-2023,0.0,
"Mansour, Milad Zarif",100.0,7,351,110,2.0740714285714286,5,0,15.714285714285714,4,4,0,0,0,DEO-6302-2022,0.0,
"Koppel, Sjaan",90.0,10,354,109,0.55385,8,1,10.9,6,5,1,0,0,DWG-5073-2022,0.0,0000-0003-3973-299X
"Cheng, Yuan",100.0,6,355,108,0.7256166666666667,2,2,18.0,6,4,0,0,0,P-8086-2019,0.0,0000-0003-0061-3934
"Beardall, John",100.0,4,355,108,1.701425,4,0,27.0,4,1,0,0,0,L-5262-2019,0.0,0000-0001-7684-446X
"Mokkapati, Sudha",77.78,9,357,107,0.8072111111111111,5,1,11.88888888888889,6,3,0,0,0,FQI-1022-2022,0.0,
"Yong, Fern",100.0,1,357,107,3.8846000000000003,1,0,107.0,1,0,0,0,0,GWS-3411-2022,0.0,0000-0001-7073-7858
"Shrestha, Sika",100.0,4,357,107,0.63275,0,1,26.75,4,0,0,0,3,FWT-6652-2022,0.0,
"Ahmad, Nauman",100.0,6,357,107,1.6368833333333335,4,0,17.833333333333332,6,6,0,0,0,CAX-6762-2022,0.0,
"abdi, elahe",100.0,9,361,106,0.9650111111111112,2,1,11.777777777777779,7,6,0,0,0,AAH-8291-2020,0.0,0000-0003-3748-0442
"Najafabadi, Esmaeil Pournamazian",100.0,4,361,106,1.349625,2,1,26.5,4,2,0,0,0,FRP-5464-2022,0.0,
"Hu, Songbo",100.0,5,361,106,1.3009000000000002,5,2,21.2,4,1,0,1,1,GSJ-2103-2022,20.0,
"McNeill, Christopher R.",100.0,1,364,105,6.1854000000000005,1,0,105.0,1,1,0,0,2,B-4530-2008,0.0,0000-0001-5221-878X
"Schmidt, Daniel F.",100.0,1,364,105,4.2336,0,0,105.0,1,0,0,0,0,ITQ-4396-2023,0.0,0000-0002-1788-2375
"Rudiger, Christoph",100.0,5,366,104,0.81822,5,0,20.8,5,3,0,0,0,DYJ-0049-2022,0.0,0000-0003-4375-4446
"Raveshi, Mohammad Reza",100.0,3,367,103,1.333,1,1,34.333333333333336,3,1,0,0,0,DWN-2311-2022,0.0,0000-0001-7140-1678
"Haritos, Victoria S",100.0,4,367,103,1.133675,4,1,25.75,4,1,0,0,0,C-2471-2009,0.0,0000-0003-4630-9647
"Rathnaweera, T. D.",100.0,4,367,103,1.0349,2,0,25.75,4,2,0,0,0,DNZ-4378-2022,0.0,
"Lin, Silk Yu",100.0,1,370,102,8.004800000000001,1,0,102.0,1,1,0,1,0,FMJ-6656-2022,100.0,
"Samarakoon, M. H.",100.0,3,370,102,1.4851,2,0,34.0,3,2,0,0,0,DWB-1934-2022,0.0,0000-0002-2951-4203
"Koay, Andrew",100.0,1,372,101,1.0666,0,1,101.0,1,0,0,0,0,FFT-8834-2022,0.0,
"Wong, Leslie",100.0,5,372,101,0.8514800000000001,5,1,20.2,4,0,0,0,0,HMG-4590-2023,0.0,
"Howard, Mark",100.0,1,374,100,4.0864,1,0,100.0,1,0,0,0,0,DXT-7928-2022,0.0,0000-0001-7262-2632
"Fathi, Parya",100.0,5,374,100,1.15228,3,0,20.0,4,0,0,0,1,ABF-8468-2021,0.0,0000-0002-9784-5610
"Chen, Zhuo",87.5,8,376,99,0.570875,5,2,12.375,5,2,0,0,0,CLC-3730-2022,0.0,0000-0002-6590-3935
"Liu, Fei Tony",100.0,2,376,99,2.0683000000000002,0,1,49.5,2,1,0,0,1,IEP-6433-2023,0.0,
"Zhou, Jin",90.91,11,378,98,1.2484181818181819,9,5,8.909090909090908,6,4,1,0,0,HQO-4605-2023,0.0,
"Pendharkar, Gita",80.0,5,378,98,1.06524,0,1,19.6,4,4,0,0,0,FRI-7279-2022,0.0,
"Kreher, Markus U.",100.0,1,378,98,4.9675,1,0,98.0,1,1,0,0,0,FGN-6494-2022,0.0,
"Ambrosini, Veronique",100.0,1,378,98,3.7657000000000003,1,0,98.0,1,1,0,0,0,GBJ-0800-2022,0.0,0000-0002-7074-211X
"Gresil, Matthieu",100.0,8,382,97,0.6120875,1,2,12.125,6,2,2,0,0,I-4338-2013,0.0,0000-0002-3593-2655
"Zhao, Jie",100.0,3,382,97,1.3638666666666668,2,1,32.333333333333336,2,1,0,0,0,EIT-2301-2022,0.0,0000-0002-1376-0389
"Yeasmin, Hasina",100.0,2,382,97,1.88815,1,0,48.5,2,2,0,0,0,GJN-5761-2022,0.0,
"Thomas, S.",100.0,1,385,96,5.655200000000001,1,0,96.0,1,1,0,0,0,GDC-4450-2022,0.0,0000-0003-2464-5017
