Name,% Docs Cited,Web of Science Documents,Rank,Times Cited,Category Normalized Citation Impact,Documents in Q1 Journals,Domestic Collaborations,Citation Impact,H-Index,International Collaborations,Industry Collaborations,Highly Cited Papers,Citations From Patents,Web of Science ResearcherID,% Highly Cited Papers,ORCID
"Gordon, Robert",100.0,19,75,503,1.1998210526315791,15,2,26.473684210526315,14,7,5,0,3,F-4458-2016,0.0,0000-0002-5759-0078
"Lim, Christina",85.71,21,76,493,1.1485,17,6,23.476190476190474,11,6,3,0,7,D-7088-2014,0.0,
"Aldeen, Mohammad",100.0,20,77,491,0.9845500000000001,13,7,24.55,11,3,1,0,2,I-2697-2016,0.0,0000-0001-9164-1580
"Wang, Changlong",73.33,30,78,490,0.77912,16,6,16.333333333333332,11,4,0,0,1,GHM-3023-2022,0.0,
Chan,93.33,15,79,486,1.6760400000000002,9,2,32.4,8,5,1,0,0,T-4810-2019,0.0,0000-0002-6384-4724
"Lamb, Krystina",100.0,7,80,472,1.549557142857143,1,1,67.42857142857143,6,3,0,1,2,AAD-2540-2020,14.29,0000-0003-1066-9931
"Wang, Ye",100.0,13,80,472,1.8772153846153847,9,4,36.30769230769231,11,9,0,0,0,AAI-1748-2021,0.0,0000-0003-1395-1676
"Fang, Zhongxiang",100.0,18,82,471,1.05085,8,1,26.166666666666668,13,17,0,0,1,A-8988-2019,0.0,0000-0003-3336-8824
"Shang, Gao",88.89,9,83,470,1.4177666666666668,4,0,52.22222222222222,6,8,0,1,0,JPV-7213-2023,11.11,0000-0002-4161-5592
"Zu, Lianhai",100.0,1,84,466,19.0426,1,0,466.0,1,1,0,1,0,V-9335-2019,100.0,0000-0001-5685-3721
"Hashmi, Rubayyat",100.0,1,85,465,23.5701,1,0,465.0,1,0,0,1,0,P-3211-2018,100.0,0000-0002-5953-0650
"Moran, Bill",90.24,41,86,463,0.5912926829268293,26,14,11.292682926829269,12,26,1,0,12,DHI-8389-2022,0.0,
"Pichler, Richard",100.0,7,87,461,2.6778285714285714,0,0,65.85714285714286,7,7,5,0,0,F-8425-2016,0.0,0000-0003-4072-0224
"Baduge, Shanaka Kristombu",100.0,21,88,457,0.8884285714285715,8,9,21.761904761904763,12,0,0,0,1,ABG-6394-2020,0.0,0000-0001-5183-701X
"Wong, Elaine",100.0,16,89,456,1.7065625,13,5,28.5,10,6,1,0,3,CIC-1961-2022,0.0,
"Shao, Lusheng",94.74,19,89,456,1.2181736842105262,11,3,24.0,11,13,0,0,0,L-8995-2016,0.0,0000-0002-7107-8564
"Hölttä-Otto, Katja",91.3,23,91,453,1.1411652173913043,4,1,19.695652173913043,11,19,0,0,0,K-6358-2015,0.0,0000-0002-9680-0752
"Khoshelham, Kourosh",89.47,19,92,448,1.5656684210526317,12,6,23.57894736842105,11,5,0,1,1,H-6079-2019,5.26,0000-0001-6639-1727
