Name,% Docs Cited,Web of Science Documents,Rank,Times Cited,Category Normalized Citation Impact,Documents in Q1 Journals,Domestic Collaborations,Citation Impact,H-Index,International Collaborations,Industry Collaborations,Highly Cited Papers,Citations From Patents,Web of Science ResearcherID,% Highly Cited Papers,ORCID
"Amoateng, DAVID",100.0,4,100,435,4.59865,3,2,108.75,4,2,0,1,2,T-5844-2019,25.0,0000-0003-0434-9966
"Edraki, Mansour",100.0,5,101,434,1.11652,5,3,86.8,3,1,0,1,0,B-1647-2017,20.0,0000-0002-9889-5716
"He, Dongxu",75.0,4,102,432,6.723875,2,3,108.0,3,1,0,1,0,HHH-4237-2022,25.0,0000-0002-8080-1750
"Alqadami, ABDULRAHMAN S. M.",100.0,13,103,425,2.155476923076923,4,1,32.69230769230769,11,4,0,0,1,L-6398-2019,0.0,0000-0001-8726-1585
"Knibbe, Ruth",100.0,9,104,414,2.718511111111111,6,3,46.0,7,4,0,1,0,J-5678-2016,11.11,0000-0002-9931-7520
"Pang, Huiwen",100.0,9,105,410,3.173111111111111,7,5,45.55555555555556,7,1,2,1,0,DWU-1327-2022,11.11,0000-0003-3000-8102
"ARIGA, Katsuhiko",100.0,4,106,406,1.49355,0,1,101.5,3,2,0,1,0,H-2695-2011,25.0,0000-0002-2445-2955
"Uddin, Sohel",100.0,4,107,404,1.553725,3,0,101.0,4,2,0,1,0,CHX-4658-2022,25.0,
"Scheuermann, Alexander",94.59,37,108,402,0.7516351351351351,19,2,10.864864864864865,12,25,0,0,0,GBY-5596-2022,0.0,0000-0002-5676-5403
"Mueller, Jochen F",100.0,6,108,402,2.6504833333333333,6,3,67.0,6,2,0,0,1,C-6241-2008,0.0,0000-0002-0000-1973
"Rufford, Thomas E.",100.0,11,110,401,1.4383000000000001,7,2,36.45454545454545,9,4,1,0,0,A-4930-2009,0.0,0000-0002-8865-7976
"Sharma, Rahul",100.0,24,110,401,0.8539458333333334,13,3,16.708333333333332,10,12,2,0,0,B-1196-2015,0.0,0000-0002-2440-5286
"Dargusch, Paul",100.0,16,112,400,1.08908125,14,4,25.0,8,5,0,1,0,C-7258-2009,6.25,0000-0001-9255-2803
"Shafiq, Saifullah",100.0,6,113,399,3.098216666666667,4,2,66.5,6,1,0,0,2,DXL-6689-2022,0.0,0000-0001-5759-4776
"Hassall, Maureen E",100.0,16,113,399,1.1455625,12,4,24.9375,10,5,0,0,0,R-7246-2016,0.0,0000-0003-1191-5778
"Rudolph, Victor",100.0,18,115,393,1.2116500000000001,12,6,21.833333333333332,11,6,0,0,1,GFF-8044-2022,0.0,0000-0002-5819-9302
"Mueller, Jochen",100.0,6,116,391,2.75475,2,0,65.16666666666667,6,1,0,0,2,IOF-8805-2023,0.0,
"Vink, Sue",100.0,7,116,391,2.017871428571429,6,5,55.857142857142854,6,0,0,1,0,J-7938-2012,14.29,0000-0002-0303-7699
"Allen, Matthew F.",100.0,1,118,389,3.636,1,0,389.0,1,1,0,1,0,EJT-7552-2022,100.0,0000-0003-2041-246X
"Nguyen, Anh",100.0,8,119,388,1.58575,6,0,48.5,7,3,0,0,1,C-5389-2013,0.0,0000-0001-6703-2291
"Ding, Shanshan",100.0,1,120,385,22.6797,1,0,385.0,1,1,0,1,0,JZY-0391-2024,100.0,0000-0003-3776-4074
"Batstone, Damien J",93.75,16,120,385,1.3524500000000002,14,2,24.0625,10,8,3,0,0,N-1896-2014,0.0,0000-0002-4294-3942
